raceId,driverId,constructorId,grid,position,points,fastestLap,fastestLapSpeed,statusId
482,195,57,15,\N,0.0,\N,\N,5
482,197,45,27,\N,0.0,\N,\N,3
482,170,53,0,\N,0.0,\N,\N,81
482,194,54,0,\N,0.0,\N,\N,81
482,192,56,0,\N,0.0,\N,\N,81
483,178,3,2,1,9.0,\N,\N,1
483,199,3,3,2,6.0,\N,\N,1
483,137,34,4,3,4.0,\N,\N,1
483,207,51,6,4,3.0,\N,\N,1
483,158,25,8,5,2.0,\N,\N,1
483,175,55,17,6,1.0,\N,\N,11
483,192,56,18,7,0.0,\N,\N,12
483,163,4,20,8,0.0,\N,\N,13
483,176,57,19,\N,0.0,\N,\N,69
483,202,6,11,\N,0.0,\N,\N,69
483,197,27,10,\N,0.0,\N,\N,48
483,212,34,15,\N,0.0,\N,\N,3
483,152,51,9,\N,0.0,\N,\N,4
483,172,27,12,\N,0.0,\N,\N,4
483,177,56,16,\N,0.0,\N,\N,5
483,136,54,21,\N,0.0,\N,\N,4
483,119,21,1,\N,0.0,\N,\N,69
483,213,45,24,\N,0.0,\N,\N,3
483,95,32,7,\N,0.0,\N,\N,3
483,203,6,5,\N,0.0,\N,\N,86
483,187,1,23,\N,0.0,\N,\N,23
483,173,32,13,\N,0.0,\N,\N,3
483,117,4,14,\N,0.0,\N,\N,4
483,110,1,22,\N,0.0,\N,\N,4
483,214,25,0,\N,0.0,\N,\N,81
483,206,37,0,\N,0.0,\N,\N,81
483,215,45,0,\N,0.0,\N,\N,81
483,216,21,0,\N,0.0,\N,\N,81
483,194,37,0,\N,0.0,\N,\N,81
484,199,3,2,1,9.0,\N,\N,1
484,178,3,3,2,6.0,\N,\N,1
484,119,21,4,3,4.0,\N,\N,1
484,176,57,18,4,3.0,\N,\N,1
484,173,32,10,5,2.0,\N,\N,1
484,172,27,16,6,1.0,\N,\N,1
484,197,27,23,7,0.0,\N,\N,1
484,187,1,15,8,0.0,\N,\N,11
484,177,56,12,9,0.0,\N,\N,11
484,175,55,19,10,0.0,\N,\N,11
484,95,32,13,11,0.0,\N,\N,11
484,137,34,1,12,0.0,\N,\N,12
484,217,25,24,13,0.0,\N,\N,15
484,158,25,14,\N,0.0,\N,\N,62
484,152,51,6,\N,0.0,\N,\N,62
484,203,6,7,\N,0.0,\N,\N,101
484,212,34,11,\N,0.0,\N,\N,20
484,117,4,5,\N,0.0,\N,\N,4
484,216,21,21,\N,0.0,\N,\N,3
484,202,6,17,\N,0.0,\N,\N,4
484,110,1,20,\N,0.0,\N,\N,5
484,163,4,8,\N,0.0,\N,\N,4
484,207,51,9,\N,0.0,\N,\N,4
484,192,56,22,\N,0.0,\N,\N,4
484,136,54,0,\N,0.0,\N,\N,81
484,213,45,0,\N,0.0,\N,\N,81
484,215,45,0,\N,0.0,\N,\N,81
484,194,45,0,\N,0.0,\N,\N,81
484,206,37,0,\N,0.0,\N,\N,81
484,218,57,0,\N,0.0,\N,\N,54
485,137,34,1,1,9.0,\N,\N,1
485,199,3,4,2,6.0,\N,\N,1
485,117,4,2,3,4.0,\N,\N,1
485,178,3,3,4,3.0,\N,\N,1
485,163,4,5,5,2.0,\N,\N,1
485,173,32,10,6,1.0,\N,\N,11
485,119,21,9,7,0.0,\N,\N,11
485,207,51,17,8,0.0,\N,\N,11
485,216,21,19,9,0.0,\N,\N,11
485,152,51,22,10,0.0,\N,\N,60
485,110,1,18,11,0.0,\N,\N,12
485,136,54,23,12,0.0,\N,\N,12
485,217,25,24,13,0.0,\N,\N,12
485,203,6,7,\N,0.0,\N,\N,7
485,175,55,14,\N,0.0,\N,\N,44
485,187,1,11,\N,0.0,\N,\N,7
485,212,34,6,\N,0.0,\N,\N,10
485,192,56,20,\N,0.0,\N,\N,6
485,172,27,21,\N,0.0,\N,\N,64
485,176,57,16,\N,0.0,\N,\N,5
485,177,56,8,\N,0.0,\N,\N,69
485,95,32,15,\N,0.0,\N,\N,5
485,202,6,12,\N,0.0,\N,\N,5
485,158,25,13,\N,0.0,\N,\N,8
485,215,45,0,\N,0.0,\N,\N,81
485,213,45,0,\N,0.0,\N,\N,81
485,206,37,0,\N,0.0,\N,\N,81
485,219,27,0,\N,0.0,\N,\N,81
485,194,37,0,\N,0.0,\N,\N,81
486,137,34,5,1,9.0,\N,\N,1
486,119,21,9,2,6.0,\N,\N,1
486,199,3,2,3,4.0,\N,\N,1
486,212,34,13,4,3.0,\N,\N,1
486,202,6,6,5,2.0,\N,\N,1
486,110,1,14,6,1.0,\N,\N,1
486,203,6,1,7,0.0,\N,\N,1
486,163,4,3,8,0.0,\N,\N,11
486,176,57,21,9,0.0,\N,\N,11
486,187,1,7,10,0.0,\N,\N,12
486,175,55,16,11,0.0,\N,\N,12
486,178,3,8,12,0.0,\N,\N,12
486,201,54,24,13,0.0,\N,\N,13
486,219,27,18,\N,0.0,\N,\N,62
486,194,37,23,\N,0.0,\N,\N,20
486,105,25,17,\N,0.0,\N,\N,4
486,213,45,20,\N,0.0,\N,\N,4
486,152,51,11,\N,0.0,\N,\N,4
486,158,25,19,\N,0.0,\N,\N,4
486,207,51,12,\N,0.0,\N,\N,6
486,177,56,15,\N,0.0,\N,\N,5
486,172,27,10,\N,0.0,\N,\N,22
486,117,4,4,\N,0.0,\N,\N,6
486,215,45,22,\N,0.0,\N,\N,3
486,216,21,0,\N,0.0,\N,\N,81
486,206,37,0,\N,0.0,\N,\N,81
486,136,54,0,\N,0.0,\N,\N,31
486,192,56,0,\N,0.0,\N,\N,81
486,118,53,0,\N,0.0,\N,\N,81
486,205,53,0,\N,0.0,\N,\N,81
486,173,32,0,\N,0.0,\N,\N,54
486,95,32,0,\N,0.0,\N,\N,54
487,199,3,1,1,9.0,\N,\N,1
487,172,27,9,2,6.0,\N,\N,1
487,95,32,10,3,4.0,\N,\N,1
487,203,6,7,4,3.0,\N,\N,1
487,173,32,14,5,2.0,\N,\N,1
487,158,25,8,6,1.0,\N,\N,1
487,187,1,5,7,0.0,\N,\N,1
487,202,6,3,8,0.0,\N,\N,1
487,152,51,17,9,0.0,\N,\N,1
487,207,51,18,10,0.0,\N,\N,11
487,176,57,15,11,0.0,\N,\N,12
487,105,25,19,12,0.0,\N,\N,12
487,160,45,24,13,0.0,\N,\N,14
487,212,34,21,\N,0.0,\N,\N,3
487,219,27,16,\N,0.0,\N,\N,7
487,192,56,20,\N,0.0,\N,\N,5
487,213,45,22,\N,0.0,\N,\N,5
487,178,3,6,\N,0.0,\N,\N,3
487,110,1,23,\N,0.0,\N,\N,6
487,137,34,2,\N,0.0,\N,\N,3
487,177,56,11,\N,0.0,\N,\N,6
487,117,4,12,\N,0.0,\N,\N,8
487,119,21,4,\N,0.0,\N,\N,4
487,216,21,13,\N,0.0,\N,\N,4
487,206,37,0,\N,0.0,\N,\N,81
487,163,4,0,\N,0.0,\N,\N,81
487,194,37,0,\N,0.0,\N,\N,81
487,201,54,0,\N,0.0,\N,\N,81
487,175,55,0,\N,0.0,\N,\N,81
487,118,53,0,\N,0.0,\N,\N,81
487,205,53,0,\N,0.0,\N,\N,81
488,203,6,2,1,9.0,\N,\N,1
488,178,3,7,2,6.0,\N,\N,1
488,172,27,8,3,4.0,\N,\N,1
488,202,6,17,4,3.0,\N,\N,11
488,158,25,15,5,2.0,\N,\N,12
488,176,57,19,6,1.0,\N,\N,12
488,175,55,16,7,0.0,\N,\N,14
488,137,34,1,\N,0.0,\N,\N,20
488,187,1,10,\N,0.0,\N,\N,5
488,105,25,20,\N,0.0,\N,\N,4
488,152,51,18,\N,0.0,\N,\N,4
488,117,4,9,\N,0.0,\N,\N,5
488,199,3,4,\N,0.0,\N,\N,6
488,173,32,6,\N,0.0,\N,\N,5
488,163,4,13,\N,0.0,\N,\N,20
488,119,21,5,\N,0.0,\N,\N,6
488,95,32,3,\N,0.0,\N,\N,22
488,216,21,14,\N,0.0,\N,\N,69
488,110,1,11,\N,0.0,\N,\N,4
488,207,51,12,\N,0.0,\N,\N,4
488,177,56,0,\N,0.0,\N,\N,81
488,219,27,0,\N,0.0,\N,\N,81
488,212,34,0,\N,0.0,\N,\N,81
488,192,56,0,\N,0.0,\N,\N,81
488,160,45,0,\N,0.0,\N,\N,81
488,213,45,0,\N,0.0,\N,\N,81
488,201,54,0,\N,0.0,\N,\N,81
488,206,37,0,\N,0.0,\N,\N,81
488,194,37,0,\N,0.0,\N,\N,81
488,205,53,0,\N,0.0,\N,\N,81
488,118,53,0,\N,0.0,\N,\N,81
489,203,6,7,1,9.0,\N,\N,1
489,172,27,1,2,6.0,\N,\N,1
489,187,1,4,3,4.0,\N,\N,1
489,199,3,3,4,3.0,\N,\N,1
489,173,32,10,5,2.0,\N,\N,1
489,95,32,11,6,1.0,\N,\N,1
489,178,3,2,7,0.0,\N,\N,1
489,207,51,8,8,0.0,\N,\N,1
489,163,4,17,9,0.0,\N,\N,1
489,152,51,6,10,0.0,\N,\N,1
489,192,56,21,11,0.0,\N,\N,11
489,177,56,15,12,0.0,\N,\N,12
489,175,55,16,13,0.0,\N,\N,12
489,194,57,24,14,0.0,\N,\N,13
489,202,6,13,15,0.0,\N,\N,14
489,206,37,22,16,0.0,\N,\N,15
489,158,25,20,\N,0.0,\N,\N,62
489,219,27,19,\N,0.0,\N,\N,23
489,212,34,18,\N,0.0,\N,\N,6
489,216,21,23,\N,0.0,\N,\N,80
489,137,34,9,\N,0.0,\N,\N,3
489,117,4,5,\N,0.0,\N,\N,20
489,119,21,12,\N,0.0,\N,\N,23
489,110,1,14,\N,0.0,\N,\N,3
489,105,25,0,\N,0.0,\N,\N,81
489,213,45,0,\N,0.0,\N,\N,81
489,201,54,0,\N,0.0,\N,\N,81
489,205,53,0,\N,0.0,\N,\N,81
489,118,53,0,\N,0.0,\N,\N,81
489,220,45,0,\N,0.0,\N,\N,81
490,117,4,3,1,9.0,\N,\N,1
490,187,1,2,2,6.0,\N,\N,1
490,137,34,4,3,4.0,\N,\N,1
490,163,4,1,4,3.0,\N,\N,1
490,202,6,14,5,2.0,\N,\N,11
490,173,32,8,6,1.0,\N,\N,11
490,95,32,13,7,0.0,\N,\N,11
490,207,51,10,8,0.0,\N,\N,11
490,212,34,15,9,0.0,\N,\N,12
490,199,3,7,10,0.0,\N,\N,12
490,110,1,5,11,0.0,\N,\N,12
490,176,55,21,12,0.0,\N,\N,12
490,158,25,19,13,0.0,\N,\N,13
490,119,21,18,14,0.0,\N,\N,13
490,152,51,12,15,0.0,\N,\N,13
490,105,25,23,16,0.0,\N,\N,13
490,178,3,9,17,0.0,\N,\N,4
490,172,27,6,\N,0.0,\N,\N,22
490,206,37,20,\N,0.0,\N,\N,5
490,203,6,11,\N,0.0,\N,\N,10
490,175,27,16,\N,0.0,\N,\N,67
490,177,56,17,\N,0.0,\N,\N,22
490,194,57,22,\N,0.0,\N,\N,22
490,192,56,24,\N,0.0,\N,\N,54
490,216,21,0,\N,0.0,\N,\N,81
490,205,53,0,\N,0.0,\N,\N,81
490,201,54,0,\N,0.0,\N,\N,81
490,213,45,0,\N,0.0,\N,\N,81
490,118,53,0,\N,0.0,\N,\N,81
491,187,1,5,1,9.0,\N,\N,1
491,199,3,9,2,6.0,\N,\N,1
491,172,27,14,3,4.0,\N,\N,11
491,158,25,23,4,3.0,\N,\N,11
491,212,34,13,5,2.0,\N,\N,11
491,201,54,21,6,1.0,\N,\N,11
491,206,37,17,7,0.0,\N,\N,12
491,197,45,20,8,0.0,\N,\N,13
491,163,4,1,9,0.0,\N,\N,99
491,119,21,10,10,0.0,\N,\N,5
491,176,55,24,11,0.0,\N,\N,60
491,207,51,11,\N,0.0,\N,\N,37
491,177,56,14,\N,0.0,\N,\N,22
491,173,32,22,\N,0.0,\N,\N,2
491,117,4,2,\N,0.0,\N,\N,99
491,175,27,15,\N,0.0,\N,\N,8
491,202,6,4,\N,0.0,\N,\N,101
491,137,34,3,\N,0.0,\N,\N,27
491,152,51,12,\N,0.0,\N,\N,7
491,203,6,8,\N,0.0,\N,\N,20
491,178,3,7,\N,0.0,\N,\N,4
491,110,1,6,\N,0.0,\N,\N,20
491,105,25,19,\N,0.0,\N,\N,8
491,216,21,18,\N,0.0,\N,\N,20
491,192,56,0,\N,0.0,\N,\N,81
491,205,53,0,\N,0.0,\N,\N,81
491,95,32,0,\N,0.0,\N,\N,81
491,194,57,0,\N,0.0,\N,\N,81
491,118,53,0,\N,0.0,\N,\N,81
491,213,45,0,\N,0.0,\N,\N,81
492,137,34,6,1,9.0,\N,\N,1
492,117,4,1,2,6.0,\N,\N,1
492,172,27,7,3,4.0,\N,\N,1
492,212,34,16,4,3.0,\N,\N,1
492,158,25,18,5,2.0,\N,\N,1
492,187,1,9,6,1.0,\N,\N,11
492,173,32,14,7,0.0,\N,\N,11
492,197,45,17,8,0.0,\N,\N,11
492,207,51,12,9,0.0,\N,\N,11
492,203,6,8,10,0.0,\N,\N,11
492,178,3,4,11,0.0,\N,\N,11
492,216,21,26,12,0.0,\N,\N,11
492,163,4,2,13,0.0,\N,\N,11
492,176,55,22,14,0.0,\N,\N,22
492,152,51,17,15,0.0,\N,\N,12
492,194,57,23,\N,0.0,\N,\N,62
492,201,54,28,\N,0.0,\N,\N,5
492,199,3,3,\N,0.0,\N,\N,5
492,119,21,13,\N,0.0,\N,\N,5
492,175,27,11,\N,0.0,\N,\N,7
492,206,37,21,\N,0.0,\N,\N,22
492,95,32,15,\N,0.0,\N,\N,95
492,110,1,10,\N,0.0,\N,\N,4
492,202,6,5,\N,0.0,\N,\N,10
492,177,56,0,\N,0.0,\N,\N,81
492,205,53,0,\N,0.0,\N,\N,81
492,213,45,0,\N,0.0,\N,\N,81
492,118,53,0,\N,0.0,\N,\N,81
492,105,25,0,\N,0.0,\N,\N,81
492,192,56,0,\N,0.0,\N,\N,81
493,172,27,4,1,9.0,\N,\N,1
493,163,4,1,2,6.0,\N,\N,1
493,137,34,7,3,4.0,\N,\N,1
493,178,3,6,4,3.0,\N,\N,1
493,199,3,5,5,2.0,\N,\N,1
493,187,1,12,6,1.0,\N,\N,1
493,173,32,9,7,0.0,\N,\N,11
493,110,1,18,8,0.0,\N,\N,11
493,202,6,8,9,0.0,\N,\N,11
493,197,45,14,10,0.0,\N,\N,12
493,206,37,19,11,0.0,\N,\N,16
493,207,51,13,\N,0.0,\N,\N,5
493,201,54,21,\N,0.0,\N,\N,23
493,119,21,10,\N,0.0,\N,\N,5
493,194,57,20,\N,0.0,\N,\N,51
493,105,25,22,\N,0.0,\N,\N,6
493,152,51,16,\N,0.0,\N,\N,42
493,212,34,15,\N,0.0,\N,\N,8
493,216,21,24,\N,0.0,\N,\N,25
493,117,4,2,\N,0.0,\N,\N,22
493,175,27,17,\N,0.0,\N,\N,5
493,95,32,11,\N,0.0,\N,\N,5
493,203,6,3,\N,0.0,\N,\N,3
493,176,55,23,\N,0.0,\N,\N,99
493,158,25,0,\N,0.0,\N,\N,81
493,118,53,0,\N,0.0,\N,\N,81
493,205,53,0,\N,0.0,\N,\N,81
493,213,45,0,\N,0.0,\N,\N,81
494,117,4,1,1,9.0,\N,\N,1
494,137,34,3,2,6.0,\N,\N,1
494,178,3,4,3,4.0,\N,\N,1
494,212,34,15,4,3.0,\N,\N,11
494,173,32,9,5,2.0,\N,\N,11
494,194,57,24,6,1.0,\N,\N,12
494,216,21,21,7,0.0,\N,\N,13
494,176,55,20,8,0.0,\N,\N,13
494,105,25,25,9,0.0,\N,\N,5
494,201,54,23,10,0.0,\N,\N,14
494,207,51,7,\N,0.0,\N,\N,3
494,187,1,8,\N,0.0,\N,\N,80
494,158,25,22,\N,0.0,\N,\N,22
494,197,45,18,\N,0.0,\N,\N,7
494,163,4,2,\N,0.0,\N,\N,5
494,152,51,14,\N,0.0,\N,\N,27
494,172,27,6,\N,0.0,\N,\N,4
494,199,3,5,\N,0.0,\N,\N,4
494,119,21,10,\N,0.0,\N,\N,22
494,206,37,19,\N,0.0,\N,\N,22
494,202,6,12,\N,0.0,\N,\N,4
494,95,32,17,\N,0.0,\N,\N,5
494,175,27,11,\N,0.0,\N,\N,4
494,203,6,16,\N,0.0,\N,\N,4
494,110,1,0,\N,0.0,\N,\N,54
494,205,53,0,\N,0.0,\N,\N,81
494,177,56,0,\N,0.0,\N,\N,81
494,192,56,0,\N,0.0,\N,\N,81
494,213,45,0,\N,0.0,\N,\N,81
494,118,53,0,\N,0.0,\N,\N,81
495,117,4,3,1,9.0,\N,\N,1
495,178,3,5,2,6.0,\N,\N,1
495,199,3,2,3,4.0,\N,\N,1
495,173,32,11,4,3.0,\N,\N,1
495,202,6,8,5,2.0,\N,\N,1
495,137,34,6,6,1.0,\N,\N,5
495,110,1,16,7,0.0,\N,\N,29
495,152,51,10,8,0.0,\N,\N,12
495,197,45,18,9,0.0,\N,\N,12
495,205,53,23,10,0.0,\N,\N,13
495,207,51,13,\N,0.0,\N,\N,5
495,206,37,19,\N,0.0,\N,\N,6
495,175,27,15,\N,0.0,\N,\N,29
495,95,32,12,\N,0.0,\N,\N,22
495,187,1,7,\N,0.0,\N,\N,3
495,119,21,20,\N,0.0,\N,\N,6
495,105,25,22,\N,0.0,\N,\N,3
495,194,57,24,\N,0.0,\N,\N,20
495,163,4,1,\N,0.0,\N,\N,20
495,172,27,4,\N,0.0,\N,\N,29
495,158,25,17,\N,0.0,\N,\N,20
495,201,54,21,\N,0.0,\N,\N,20
495,203,6,9,\N,0.0,\N,\N,5
495,212,34,14,\N,0.0,\N,\N,10
495,176,55,0,\N,0.0,\N,\N,81
495,213,45,0,\N,0.0,\N,\N,81
495,118,53,0,\N,0.0,\N,\N,81
495,216,21,0,\N,0.0,\N,\N,81
495,177,56,0,\N,0.0,\N,\N,81
495,192,56,0,\N,0.0,\N,\N,81
496,172,27,10,1,9.0,\N,\N,1
496,187,1,9,2,6.0,\N,\N,1
496,203,6,11,3,4.0,\N,\N,1
496,152,51,15,4,3.0,\N,\N,11
496,137,34,1,5,2.0,\N,\N,11
496,173,32,7,6,1.0,\N,\N,11
496,207,51,16,7,0.0,\N,\N,11
496,206,37,20,8,0.0,\N,\N,12
496,176,55,19,9,0.0,\N,\N,12
496,199,3,2,10,0.0,\N,\N,13
496,105,25,22,11,0.0,\N,\N,14
496,158,25,14,12,0.0,\N,\N,5
496,110,1,13,\N,0.0,\N,\N,20
496,117,4,4,\N,0.0,\N,\N,4
496,95,32,5,\N,0.0,\N,\N,4
496,201,54,21,\N,0.0,\N,\N,20
496,212,34,6,\N,0.0,\N,\N,20
496,197,45,23,\N,0.0,\N,\N,4
496,178,3,3,\N,0.0,\N,\N,64
496,202,6,12,\N,0.0,\N,\N,80
496,194,57,24,\N,0.0,\N,\N,20
496,175,27,17,\N,0.0,\N,\N,20
496,119,21,18,\N,0.0,\N,\N,20
496,163,4,8,\N,0.0,\N,\N,4
496,177,56,0,\N,0.0,\N,\N,81
496,192,56,0,\N,0.0,\N,\N,81
496,205,53,0,\N,0.0,\N,\N,81
496,198,21,0,\N,0.0,\N,\N,81
496,118,53,0,\N,0.0,\N,\N,81
496,213,45,0,\N,0.0,\N,\N,81
497,178,3,2,1,9.0,\N,\N,1
497,117,4,5,2,6.0,\N,\N,1
497,152,51,8,3,4.0,\N,\N,1
497,95,32,9,4,3.0,\N,\N,1
497,137,34,4,5,2.0,\N,\N,1
497,172,27,12,6,1.0,\N,\N,1
497,187,1,6,7,0.0,\N,\N,1
497,199,3,1,8,0.0,\N,\N,11
497,202,6,18,9,0.0,\N,\N,12
497,177,56,20,10,0.0,\N,\N,12
497,119,21,11,11,0.0,\N,\N,14
497,110,1,14,12,0.0,\N,\N,16
497,105,25,17,13,0.0,\N,\N,5
497,194,57,24,\N,0.0,\N,\N,62
497,118,53,22,\N,0.0,\N,\N,6
497,207,51,10,\N,0.0,\N,\N,22
497,203,6,3,\N,0.0,\N,\N,2
497,212,34,16,\N,0.0,\N,\N,37
497,176,55,23,\N,0.0,\N,\N,22
497,158,25,19,\N,0.0,\N,\N,5
497,163,4,13,\N,0.0,\N,\N,10
497,175,27,7,\N,0.0,\N,\N,3
497,173,32,15,\N,0.0,\N,\N,47
497,197,45,21,\N,0.0,\N,\N,7
497,201,54,0,\N,0.0,\N,\N,81
497,192,56,0,\N,0.0,\N,\N,81
497,206,37,0,\N,0.0,\N,\N,81
497,198,21,0,\N,0.0,\N,\N,81
497,205,53,0,\N,0.0,\N,\N,81
497,213,45,0,\N,0.0,\N,\N,81
498,178,3,1,1,9.0,\N,\N,1
498,137,34,4,2,6.0,\N,\N,1
498,177,56,13,3,4.0,\N,\N,1
498,206,25,22,4,3.0,\N,\N,1
498,152,51,20,5,2.0,\N,\N,11
498,117,1,12,6,1.0,\N,\N,11
498,217,34,16,7,0.0,\N,\N,12
498,221,51,23,\N,0.0,\N,\N,5
498,222,6,11,\N,0.0,\N,\N,5
498,223,57,15,\N,0.0,\N,\N,62
498,224,56,24,\N,0.0,\N,\N,62
498,203,6,8,\N,0.0,\N,\N,3
498,172,27,2,\N,0.0,\N,\N,5
498,119,21,7,\N,0.0,\N,\N,5
498,176,54,21,\N,0.0,\N,\N,42
498,207,32,6,\N,0.0,\N,\N,69
498,200,21,14,\N,0.0,\N,\N,6
498,199,3,10,\N,0.0,\N,\N,5
498,173,32,5,\N,0.0,\N,\N,22
498,187,1,17,\N,0.0,\N,\N,6
498,219,4,9,\N,0.0,\N,\N,6
498,163,4,19,\N,0.0,\N,\N,22
498,202,27,3,\N,0.0,\N,\N,5
498,197,25,18,\N,0.0,\N,\N,4
498,225,58,0,\N,0.0,\N,\N,81
498,140,58,0,\N,0.0,\N,\N,81
498,136,54,0,\N,0.0,\N,\N,81
498,158,45,0,\N,0.0,\N,\N,81
499,163,4,6,1,9.0,\N,\N,1
499,173,32,7,2,6.0,\N,\N,1
499,178,3,10,3,4.0,\N,\N,1
499,202,27,2,4,3.0,\N,\N,1
499,117,1,13,5,2.0,\N,\N,1
499,119,21,14,6,1.0,\N,\N,11
499,176,54,20,7,0.0,\N,\N,11
499,217,34,18,8,0.0,\N,\N,11
499,177,56,15,9,0.0,\N,\N,11
499,200,21,16,10,0.0,\N,\N,11
499,187,1,23,11,0.0,\N,\N,11
499,197,25,22,12,0.0,\N,\N,11
499,152,51,17,13,0.0,\N,\N,11
499,206,25,24,14,0.0,\N,\N,12
499,224,56,19,15,0.0,\N,\N,12
499,203,6,3,16,0.0,\N,\N,37
499,221,51,21,\N,0.0,\N,\N,10
499,219,4,1,\N,0.0,\N,\N,101
499,137,34,9,\N,0.0,\N,\N,22
499,172,27,5,\N,0.0,\N,\N,10
499,223,57,12,\N,0.0,\N,\N,5
499,222,6,8,\N,0.0,\N,\N,5
499,207,32,11,\N,0.0,\N,\N,20
499,199,3,4,\N,0.0,\N,\N,86
499,136,54,0,\N,0.0,\N,\N,81
499,225,58,0,\N,0.0,\N,\N,81
499,140,58,0,\N,0.0,\N,\N,81
499,158,45,0,\N,0.0,\N,\N,81
500,163,4,2,1,9.0,\N,\N,1
500,172,27,4,2,6.0,\N,\N,1
500,202,27,5,3,4.0,\N,\N,1
500,137,34,3,4,3.0,\N,\N,1
500,199,3,6,5,2.0,\N,\N,11
500,200,21,19,6,1.0,\N,\N,11
500,197,25,13,7,0.0,\N,\N,11
500,224,56,18,8,0.0,\N,\N,11
500,223,57,20,9,0.0,\N,\N,11
500,217,34,17,10,0.0,\N,\N,11
500,187,1,21,11,0.0,\N,\N,12
500,207,32,15,12,0.0,\N,\N,12
500,209,58,24,13,0.0,\N,\N,22
500,152,51,12,\N,0.0,\N,\N,5
500,219,4,1,\N,0.0,\N,\N,29
500,206,25,16,\N,0.0,\N,\N,29
500,177,56,23,\N,0.0,\N,\N,3
500,221,51,7,\N,0.0,\N,\N,62
500,178,3,8,\N,0.0,\N,\N,6
500,203,6,10,\N,0.0,\N,\N,7
500,222,6,9,\N,0.0,\N,\N,5
500,119,21,11,\N,0.0,\N,\N,20
500,158,45,22,\N,0.0,\N,\N,20
500,173,32,14,\N,0.0,\N,\N,20
500,117,1,0,\N,0.0,\N,\N,3
500,176,54,0,\N,0.0,\N,\N,3
500,225,58,0,\N,0.0,\N,\N,81
500,136,54,0,\N,0.0,\N,\N,81
501,137,34,1,1,9.0,\N,\N,1
501,119,21,8,2,6.0,\N,\N,1
501,224,56,24,3,4.0,\N,\N,1
501,187,1,21,4,3.0,\N,\N,11
501,222,6,16,5,2.0,\N,\N,11
501,202,27,9,6,1.0,\N,\N,11
501,200,21,17,7,0.0,\N,\N,11
501,206,25,14,8,0.0,\N,\N,11
501,163,4,2,9,0.0,\N,\N,12
501,219,4,11,10,0.0,\N,\N,19
501,177,56,22,\N,0.0,\N,\N,25
501,223,57,23,\N,0.0,\N,\N,3
501,152,51,6,\N,0.0,\N,\N,3
501,178,3,5,\N,0.0,\N,\N,3
501,203,6,10,\N,0.0,\N,\N,7
501,221,51,3,\N,0.0,\N,\N,22
501,172,27,13,\N,0.0,\N,\N,29
501,158,45,19,\N,0.0,\N,\N,7
501,199,3,7,\N,0.0,\N,\N,7
501,197,25,12,\N,0.0,\N,\N,3
501,173,32,20,\N,0.0,\N,\N,3
501,136,54,4,\N,0.0,\N,\N,7
501,207,32,15,\N,0.0,\N,\N,3
501,217,34,18,\N,0.0,\N,\N,3
501,225,58,0,\N,0.0,\N,\N,81
501,209,58,0,\N,0.0,\N,\N,81
501,226,1,0,\N,0.0,\N,\N,81
502,202,27,2,1,9.0,\N,\N,1
502,178,3,1,2,6.0,\N,\N,1
502,199,3,4,3,4.0,\N,\N,1
502,163,4,6,4,3.0,\N,\N,11
502,197,25,9,5,2.0,\N,\N,11
502,203,6,12,6,1.0,\N,\N,11
502,177,56,21,7,0.0,\N,\N,11
502,222,6,14,8,0.0,\N,\N,12
502,206,25,11,9,0.0,\N,\N,12
502,173,32,8,10,0.0,\N,\N,20
502,172,27,3,11,0.0,\N,\N,14
502,136,54,15,12,0.0,\N,\N,5
502,187,1,20,\N,0.0,\N,\N,62
502,119,21,16,\N,0.0,\N,\N,20
502,207,32,17,\N,0.0,\N,\N,6
502,221,51,10,\N,0.0,\N,\N,43
502,137,34,7,\N,0.0,\N,\N,20
502,117,1,19,\N,0.0,\N,\N,7
502,224,56,24,\N,0.0,\N,\N,10
502,227,57,23,\N,0.0,\N,\N,5
502,152,51,18,\N,0.0,\N,\N,22
502,217,34,22,\N,0.0,\N,\N,6
502,200,21,13,\N,0.0,\N,\N,20
502,219,4,5,\N,0.0,\N,\N,8
502,209,58,0,\N,0.0,\N,\N,81
502,225,58,0,\N,0.0,\N,\N,81
502,158,45,0,\N,0.0,\N,\N,81
503,199,3,2,1,9.0,\N,\N,1
503,172,27,5,2,6.0,\N,\N,1
503,137,34,4,3,4.0,\N,\N,1
503,200,21,15,4,3.0,\N,\N,11
503,203,6,6,5,2.0,\N,\N,11
503,224,56,18,6,1.0,\N,\N,12
503,207,32,19,7,0.0,\N,\N,13
503,119,21,11,8,0.0,\N,\N,13
503,173,32,14,9,0.0,\N,\N,3
503,136,54,13,\N,0.0,\N,\N,62
503,202,27,1,\N,0.0,\N,\N,3
503,163,4,20,\N,0.0,\N,\N,3
503,221,51,7,\N,0.0,\N,\N,5
503,222,6,17,\N,0.0,\N,\N,64
503,219,4,16,\N,0.0,\N,\N,6
503,178,3,3,\N,0.0,\N,\N,24
503,152,51,8,\N,0.0,\N,\N,3
503,197,25,9,\N,0.0,\N,\N,3
503,117,1,10,\N,0.0,\N,\N,3
503,206,25,12,\N,0.0,\N,\N,3
503,187,1,0,\N,0.0,\N,\N,81
503,158,45,0,\N,0.0,\N,\N,81
503,209,58,0,\N,0.0,\N,\N,81
503,177,56,0,\N,0.0,\N,\N,81
503,217,34,0,\N,0.0,\N,\N,81
