resultId,number,positionText,positionOrder,laps,time,milliseconds,rank,fastestLapTime
3462,7,5,5,60,+38.606,5588750,\N,\N
3463,12,6,6,60,+53.643,5603787,\N,\N
3464,9,7,7,60,+54.614,5604758,\N,\N
3465,16,8,8,60,+1:08.590,5618734,\N,\N
3466,19,9,9,60,+1:12.045,5622189,\N,\N
3467,10,10,10,60,+1:12.123,5622267,\N,\N
3468,5,11,11,60,+1:17.124,5627268,\N,\N
3469,17,12,12,60,+1:17.709,5627853,\N,\N
3470,18,13,13,60,+1:20.492,5630636,\N,\N
3471,11,14,14,59,\N,\N,\N,\N
3472,21,15,15,58,\N,\N,\N,\N
3473,15,16,16,58,\N,\N,\N,\N
3474,23,R,17,41,\N,\N,\N,\N
3475,1,R,18,35,\N,\N,\N,\N
3476,22,R,19,29,\N,\N,\N,\N
3477,20,R,20,6,\N,\N,\N,\N
3478,14,R,21,0,\N,\N,\N,\N
3479,3,R,22,0,\N,\N,\N,\N
3480,4,1,1,71,1:28:12.438,5292438,\N,\N
3481,2,2,2,71,+0.313,5292751,\N,\N
3482,1,3,3,71,+22.282,5314720,\N,\N
3483,8,4,4,71,+52.803,5345241,\N,\N
3484,10,5,5,71,+1:06.358,5358796,\N,\N
3485,12,6,6,71,+1:10.933,5363371,\N,\N
3486,19,7,7,70,\N,\N,\N,\N
3487,7,8,8,70,\N,\N,\N,\N
3488,3,9,9,70,\N,\N,\N,\N
3489,18,10,10,70,\N,\N,\N,\N
3490,21,11,11,70,\N,\N,\N,\N
3491,9,12,12,68,\N,\N,\N,\N
3492,20,13,13,68,\N,\N,\N,\N
3493,17,14,14,67,\N,\N,\N,\N
3494,23,15,15,63,\N,\N,\N,\N
3495,16,R,16,55,\N,\N,\N,\N
3496,11,R,17,49,\N,\N,\N,\N
3497,14,R,18,38,\N,\N,\N,\N
3498,5,R,19,35,\N,\N,\N,\N
3499,22,R,20,34,\N,\N,\N,\N
3500,15,R,21,25,\N,\N,\N,\N
3501,6,R,22,8,\N,\N,\N,\N
3502,4,1,1,45,1:21:58.594,4918594,\N,\N
3503,3,2,2,45,+1.007,4919601,\N,\N
3504,8,3,3,45,+5.195,4923789,\N,\N
3505,6,4,4,45,+12.809,4931403,\N,\N
3506,2,5,5,45,+16.823,4935417,\N,\N
3507,18,6,6,45,+29.879,4948473,\N,\N
3508,10,7,7,45,+33.333,4951927,\N,\N
3509,11,8,8,45,+1:11.291,4989885,\N,\N
3510,21,9,9,45,+1:48.318,5026912,\N,\N
3511,20,10,10,44,\N,\N,\N,\N
3512,17,11,11,40,\N,\N,\N,\N
3513,14,R,12,37,\N,\N,\N,\N
3514,1,R,13,25,\N,\N,\N,\N
3515,5,R,14,21,\N,\N,\N,\N
3516,23,R,15,20,\N,\N,\N,\N
3517,15,R,16,15,\N,\N,\N,\N
3518,7,R,17,13,\N,\N,\N,\N
3519,19,R,18,10,\N,\N,\N,\N
3520,9,R,19,7,\N,\N,\N,\N
3521,16,R,20,6,\N,\N,\N,\N
3522,22,R,21,0,\N,\N,\N,\N
3523,12,R,22,0,\N,\N,\N,\N
3524,1,1,1,77,1:46:23.536,6383536,\N,\N
3525,2,2,2,77,+9.706,6393242,\N,\N
3526,4,3,3,77,+27.228,6410764,\N,\N
3527,8,4,4,77,+31.815,6415351,\N,\N
3528,16,5,5,77,+43.808,6427344,\N,\N
3529,7,6,6,77,+55.726,6439262,\N,\N
3530,10,7,7,77,+1:01.012,6444548,\N,\N
3531,19,8,8,76,\N,\N,\N,\N
3532,6,9,9,76,\N,\N,\N,\N
3533,18,10,10,76,\N,\N,\N,\N
3534,17,11,11,76,\N,\N,\N,\N
3535,3,12,12,75,\N,\N,\N,\N
3536,23,13,13,75,\N,\N,\N,\N
3537,20,14,14,75,\N,\N,\N,\N
3538,14,15,15,75,\N,\N,\N,\N
3539,11,16,16,74,\N,\N,\N,\N
3540,21,17,17,74,\N,\N,\N,\N
3541,22,R,18,60,\N,\N,\N,\N
3542,9,R,19,52,\N,\N,\N,\N
3543,15,R,20,26,\N,\N,\N,\N
3544,12,R,21,19,\N,\N,\N,\N
3545,5,R,22,10,\N,\N,\N,\N
3546,2,1,1,44,1:25:43.057,5143057,\N,\N
3547,1,2,2,44,+10.469,5153526,\N,\N
3548,8,3,3,44,+33.433,5176490,\N,\N
3549,4,4,4,44,+44.948,5188005,\N,\N
3550,6,5,5,44,+48.067,5191124,\N,\N
3551,7,6,6,44,+54.916,5197973,\N,\N
3552,3,7,7,44,+56.249,5199306,\N,\N
3553,5,8,8,44,+1:07.022,5210079,\N,\N
3554,11,9,9,44,+1:13.848,5216905,\N,\N
3555,16,10,10,44,+1:20.742,5223799,\N,\N
3556,9,11,11,44,+1:32.195,5235252,\N,\N
3557,19,12,12,44,+1:36.154,5239211,\N,\N
3558,18,13,13,44,+1:41.543,5244600,\N,\N
3559,10,14,14,44,+1:57.745,5260802,\N,\N
3560,22,15,15,43,\N,\N,\N,\N
3561,21,16,16,43,\N,\N,\N,\N
3562,14,R,17,35,\N,\N,\N,\N
3563,20,R,18,33,\N,\N,\N,\N
3564,23,R,19,33,\N,\N,\N,\N
3565,17,R,20,27,\N,\N,\N,\N
3566,12,R,21,19,\N,\N,\N,\N
3567,15,R,22,0,\N,\N,\N,\N
3568,8,1,1,53,1:17:02.923,4622923,\N,\N
3569,6,2,2,53,+3.272,4626195,\N,\N
3570,3,3,3,53,+11.932,4634855,\N,\N
3571,16,4,4,53,+17.630,4640553,\N,\N
3572,2,5,5,53,+18.142,4641065,\N,\N
3573,4,6,6,53,+27.402,4650325,\N,\N
3574,5,7,7,53,+28.047,4650970,\N,\N
3575,22,8,8,53,+41.797,4664720,\N,\N
3576,11,9,9,53,+42.198,4665121,\N,\N
3577,7,10,10,53,+56.259,4679182,\N,\N
3578,18,11,11,52,\N,\N,\N,\N
3579,17,R,12,40,\N,\N,\N,\N
3580,15,R,13,35,\N,\N,\N,\N
3581,14,R,14,35,\N,\N,\N,\N
3582,1,R,15,29,\N,\N,\N,\N
3583,19,R,16,29,\N,\N,\N,\N
3584,23,R,17,25,\N,\N,\N,\N
3585,20,R,18,23,\N,\N,\N,\N
3586,10,R,19,11,\N,\N,\N,\N
3587,12,R,20,1,\N,\N,\N,\N
3588,9,R,21,1,\N,\N,\N,\N
3589,21,R,22,0,\N,\N,\N,\N
3590,17,1,1,66,1:41:54.314,6114314,\N,\N
3591,19,2,2,66,+22.619,6136933,\N,\N
3592,16,3,3,66,+22.866,6137180,\N,\N
3593,6,4,4,66,+39.508,6153822,\N,\N
3594,1,5,5,66,+1:02.950,6177264,\N,\N
3595,21,6,6,66,+1:05.154,6179468,\N,\N
3596,4,7,7,66,+1:06.683,6180997,\N,\N
3597,23,8,8,65,\N,\N,\N,\N
3598,18,9,9,65,\N,\N,\N,\N
3599,22,10,10,61,\N,\N,\N,\N
3600,20,R,11,53,\N,\N,\N,\N
3601,14,R,12,52,\N,\N,\N,\N
3602,9,R,13,48,\N,\N,\N,\N
3603,3,R,14,44,\N,\N,\N,\N
3604,15,R,15,42,\N,\N,\N,\N
3605,2,R,16,37,\N,\N,\N,\N
3606,11,R,17,35,\N,\N,\N,\N
3607,8,R,18,32,\N,\N,\N,\N
3608,5,R,19,10,\N,\N,\N,\N
3609,7,R,20,0,\N,\N,\N,\N
3610,10,R,21,0,\N,\N,\N,\N
3611,12,R,22,0,\N,\N,\N,\N
3612,4,1,1,56,1:36:38.494,5798494,\N,\N
3613,3,2,2,56,+1.040,5799534,\N,\N
3614,1,3,3,56,+9.743,5808237,\N,\N
3615,17,4,4,56,+17.538,5816032,\N,\N
3616,16,5,5,56,+32.296,5830790,\N,\N
3617,8,6,6,56,+34.884,5833378,\N,\N
3618,11,7,7,56,+54.408,5852902,\N,\N
3619,10,8,8,56,+1:00.934,5859428,\N,\N
3620,21,9,9,55,\N,\N,\N,\N
3621,5,10,10,55,\N,\N,\N,\N
3622,9,11,11,52,\N,\N,\N,\N
3623,22,R,12,48,\N,\N,\N,\N
3624,12,R,13,44,\N,\N,\N,\N
3625,14,R,14,30,\N,\N,\N,\N
3626,20,R,15,15,\N,\N,\N,\N
3627,2,R,16,14,\N,\N,\N,\N
3628,6,R,17,7,\N,\N,\N,\N
3629,15,R,18,7,\N,\N,\N,\N
3630,23,R,19,6,\N,\N,\N,\N
3631,18,R,20,5,\N,\N,\N,\N
3632,7,R,21,0,\N,\N,\N,\N
3633,19,W,22,0,\N,\N,\N,\N
3634,1,1,1,53,1:31:18.785,5478785,\N,\N
3635,3,2,2,53,+5.015,5483800,\N,\N
3636,4,3,3,53,+1:35.688,5574473,\N,\N
3637,8,4,4,53,+1:38.635,5577420,\N,\N
3638,6,5,5,53,+1:39.494,5578279,\N,\N
3639,11,6,6,52,\N,\N,\N,\N
3640,17,7,7,52,\N,\N,\N,\N
3641,16,8,8,52,\N,\N,\N,\N
3642,22,9,9,52,\N,\N,\N,\N
3643,10,10,10,52,\N,\N,\N,\N
3644,12,11,11,52,\N,\N,\N,\N
3645,23,12,12,52,\N,\N,\N,\N
3646,14,13,13,51,\N,\N,\N,\N
3647,9,14,14,47,\N,\N,\N,\N
3648,15,R,15,43,\N,\N,\N,\N
3649,20,R,16,43,\N,\N,\N,\N
3650,2,R,17,39,\N,\N,\N,\N
3651,21,R,18,31,\N,\N,\N,\N
3652,7,R,19,21,\N,\N,\N,\N
3653,18,R,20,19,\N,\N,\N,\N
3654,19,R,21,3,\N,\N,\N,\N
3655,5,R,22,0,\N,\N,\N,\N
3656,8,1,1,58,1:31:46.0,5506000,\N,\N
3657,7,2,2,58,+0.702,5506702,\N,\N
3658,2,3,3,57,\N,\N,\N,\N
3659,4,4,4,57,\N,\N,\N,\N
3660,1,5,5,57,\N,\N,\N,\N
3661,15,6,6,57,\N,\N,\N,\N
3662,6,7,7,57,\N,\N,\N,\N
3663,9,8,8,57,\N,\N,\N,\N
3664,11,9,9,57,\N,\N,\N,\N
3665,5,R,10,43,\N,\N,\N,\N
3666,14,R,11,41,\N,\N,\N,\N
3667,12,R,12,26,\N,\N,\N,\N
3668,20,R,13,25,\N,\N,\N,\N
3669,17,R,14,23,\N,\N,\N,\N
3670,23,R,15,22,\N,\N,\N,\N
3671,22,R,16,8,\N,\N,\N,\N
3672,3,R,17,5,\N,\N,\N,\N
3673,16,R,18,2,\N,\N,\N,\N
3674,10,R,19,1,\N,\N,\N,\N
3675,19,R,20,1,\N,\N,\N,\N
3676,21,R,21,1,\N,\N,\N,\N
3677,18,R,22,0,\N,\N,\N,\N
3678,8,1,1,72,1:37:12.2,5832200,\N,\N
3679,7,2,2,72,+1.102,5833302,\N,\N
3680,3,3,3,72,+1:00.550,5892750,\N,\N
3681,6,4,4,72,+1:07.453,5899653,\N,\N
3682,2,5,5,71,\N,\N,\N,\N
3683,5,6,6,71,\N,\N,\N,\N
3684,1,7,7,71,\N,\N,\N,\N
3685,4,8,8,71,\N,\N,\N,\N
3686,14,9,9,71,\N,\N,\N,\N
3687,19,10,10,70,\N,\N,\N,\N
3688,15,11,11,67,\N,\N,\N,\N
3689,9,D,12,70,\N,\N,\N,\N
3690,11,R,13,63,\N,\N,\N,\N
3691,18,R,14,56,\N,\N,\N,\N
3692,20,R,15,52,\N,\N,\N,\N
3693,23,R,16,44,\N,\N,\N,\N
3694,16,R,17,26,\N,\N,\N,\N
3695,21,R,18,19,\N,\N,\N,\N
3696,17,R,19,18,\N,\N,\N,\N
3697,12,R,20,17,\N,\N,\N,\N
3698,22,R,21,3,\N,\N,\N,\N
3699,10,R,22,0,\N,\N,\N,\N
3700,3,1,1,72,1:48:36.1,6516100,\N,\N
3701,8,2,2,72,+22.898,6538998,\N,\N
3702,4,3,3,72,+57.745,6573845,\N,\N
3703,6,4,4,72,+1:08.134,6584234,\N,\N
3704,14,5,5,72,+1:18.286,6594386,\N,\N
3705,7,6,6,72,+1:19.751,6595851,\N,\N
3706,5,7,7,72,+1:28.437,6604537,\N,\N
3707,9,8,8,71,\N,\N,\N,\N
3708,2,9,9,71,\N,\N,\N,\N
3709,18,10,10,70,\N,\N,\N,\N
3710,12,11,11,70,\N,\N,\N,\N
3711,21,12,12,70,\N,\N,\N,\N
3712,22,13,13,69,\N,\N,\N,\N
3713,20,14,14,68,\N,\N,\N,\N
3714,11,15,15,65,\N,\N,\N,\N
3715,23,R,16,63,\N,\N,\N,\N
3716,1,R,17,52,\N,\N,\N,\N
3717,15,R,18,46,\N,\N,\N,\N
3718,10,R,19,22,\N,\N,\N,\N
3719,17,R,20,18,\N,\N,\N,\N
3720,19,R,21,17,\N,\N,\N,\N
3721,16,R,22,13,\N,\N,\N,\N
3722,7,1,1,62,1:34:25.4,5665400,\N,\N
3723,3,2,2,62,+4.554,5669954,\N,\N
3724,4,3,3,62,+51.775,5717175,\N,\N
3725,1,4,4,62,+54.59,5719990,\N,\N
3726,2,5,5,62,+1:17.476,5742876,\N,\N
3727,14,6,6,61,\N,\N,\N,\N
3728,10,7,7,60,\N,\N,\N,\N
3729,23,8,8,60,\N,\N,\N,\N
3730,17,9,9,60,\N,\N,\N,\N
3731,9,10,10,57,\N,\N,\N,\N
3732,11,11,11,56,\N,\N,\N,\N
3733,20,R,12,48,\N,\N,\N,\N
3734,21,R,13,40,\N,\N,\N,\N
3735,12,R,14,34,\N,\N,\N,\N
3736,22,R,15,27,\N,\N,\N,\N
3737,16,R,16,18,\N,\N,\N,\N
3738,8,R,17,17,\N,\N,\N,\N
3739,5,R,18,17,\N,\N,\N,\N
3740,6,R,19,17,\N,\N,\N,\N
3741,15,R,20,12,\N,\N,\N,\N
3742,19,R,21,8,\N,\N,\N,\N
3743,18,R,22,0,\N,\N,\N,\N
3744,8,1,1,65,1:33:38.3,5618300,\N,\N
3745,7,2,2,65,+9.439,5627739,\N,\N
3746,3,3,3,65,+47.095,5665395,\N,\N
3747,6,4,4,65,+1:02.538,5680838,\N,\N
3748,18,5,5,64,\N,\N,\N,\N
3749,1,6,6,64,\N,\N,\N,\N
3750,15,7,7,64,\N,\N,\N,\N
3751,2,8,8,63,\N,\N,\N,\N
3752,12,9,9,63,\N,\N,\N,\N
3753,14,10,10,63,\N,\N,\N,\N
3754,10,11,11,63,\N,\N,\N,\N
3755,19,12,12,63,\N,\N,\N,\N
3756,21,13,13,63,\N,\N,\N,\N
3757,22,14,14,63,\N,\N,\N,\N
3758,23,15,15,63,\N,\N,\N,\N
3759,11,16,16,60,\N,\N,\N,\N
3760,9,R,17,46,\N,\N,\N,\N
3761,4,R,18,28,\N,\N,\N,\N
3762,5,R,19,28,\N,\N,\N,\N
3763,17,R,20,21,\N,\N,\N,\N
3764,16,R,21,20,\N,\N,\N,\N
3765,8,1,1,78,1:51:24.4,6684400,\N,\N
3766,5,2,2,78,+11.475,6695875,\N,\N
3767,4,3,3,78,+41.378,6725778,\N,\N
3768,17,4,4,78,+1:00.363,6744763,\N,\N
3769,1,5,5,77,\N,\N,\N,\N
3770,16,6,6,77,\N,\N,\N,\N
3771,15,7,7,77,\N,\N,\N,\N
3772,9,8,8,76,\N,\N,\N,\N
3773,22,9,9,76,\N,\N,\N,\N
3774,3,10,10,76,\N,\N,\N,\N
3775,21,11,11,76,\N,\N,\N,\N
3776,14,12,12,72,\N,\N,\N,\N
3777,12,R,13,56,\N,\N,\N,\N
3778,11,R,14,49,\N,\N,\N,\N
3779,10,R,15,44,\N,\N,\N,\N
3780,6,R,16,42,\N,\N,\N,\N
3781,19,R,17,30,\N,\N,\N,\N
3782,7,R,18,17,\N,\N,\N,\N
3783,18,R,19,11,\N,\N,\N,\N
3784,2,R,20,5,\N,\N,\N,\N
3785,23,R,21,0,\N,\N,\N,\N
3786,20,F,22,0,\N,\N,\N,\N
3787,3,1,1,69,1:40:57.3,6057300,\N,\N
3788,5,2,2,69,+16.662,6073962,\N,\N
3789,4,3,3,69,+1:00.059,6117359,\N,\N
3790,6,4,4,69,+1:03.232,6120532,\N,\N
3791,18,5,5,69,+1:21.513,6138813,\N,\N
3792,19,6,6,68,\N,\N,\N,\N
3793,22,7,7,68,\N,\N,\N,\N
3794,20,8,8,68,\N,\N,\N,\N
3795,16,9,9,68,\N,\N,\N,\N
3796,1,10,10,63,\N,\N,\N,\N
3797,23,R,11,53,\N,\N,\N,\N
3798,9,R,12,42,\N,\N,\N,\N
3799,11,R,13,39,\N,\N,\N,\N
3800,2,R,14,20,\N,\N,\N,\N
3801,7,R,15,18,\N,\N,\N,\N
3802,15,R,16,18,\N,\N,\N,\N
3803,17,R,17,18,\N,\N,\N,\N
3804,8,R,18,0,\N,\N,\N,\N
3805,10,R,19,0,\N,\N,\N,\N
3806,14,R,20,0,\N,\N,\N,\N
3807,12,R,21,0,\N,\N,\N,\N
3808,21,R,22,0,\N,\N,\N,\N
3809,3,1,1,71,1:34:45.0,5685000,\N,\N
3810,4,2,2,71,+19.575,5704575,\N,\N
3811,8,3,3,71,+19.747,5704747,\N,\N
3812,1,4,4,71,+1:06.965,5751965,\N,\N
3813,6,5,5,70,\N,\N,\N,\N
3814,7,6,6,70,\N,\N,\N,\N
3815,14,7,7,70,\N,\N,\N,\N
3816,15,8,8,70,\N,\N,\N,\N
3817,5,9,9,70,\N,\N,\N,\N
3818,18,10,10,69,\N,\N,\N,\N
3819,11,11,11,69,\N,\N,\N,\N
3820,19,12,12,69,\N,\N,\N,\N
3821,17,13,13,69,\N,\N,\N,\N
3822,16,14,14,69,\N,\N,\N,\N
3823,2,15,15,68,\N,\N,\N,\N
3824,10,16,16,68,\N,\N,\N,\N
3825,22,17,17,65,\N,\N,\N,\N
3826,21,R,18,60,\N,\N,\N,\N
3827,12,R,19,55,\N,\N,\N,\N
3828,23,R,20,41,\N,\N,\N,\N
3829,9,R,21,19,\N,\N,\N,\N
3830,20,R,22,16,\N,\N,\N,\N
3831,3,1,1,60,1:47:02.4,6422400,\N,\N
3832,8,2,2,60,+22.465,6444865,\N,\N
3833,4,3,3,60,+29.199,6451599,\N,\N
3834,6,4,4,59,\N,\N,\N,\N
3835,5,5,5,59,\N,\N,\N,\N
3836,10,6,6,59,\N,\N,\N,\N
3837,1,7,7,59,\N,\N,\N,\N
3838,22,8,8,58,\N,\N,\N,\N
3839,21,9,9,56,\N,\N,\N,\N
3840,14,R,10,53,\N,\N,\N,\N
3841,16,R,11,45,\N,\N,\N,\N
3842,11,R,12,40,\N,\N,\N,\N
3843,18,R,13,39,\N,\N,\N,\N
3844,19,R,14,38,\N,\N,\N,\N
3845,7,R,15,37,\N,\N,\N,\N
3846,12,R,16,37,\N,\N,\N,\N
3847,20,R,17,29,\N,\N,\N,\N
3848,23,R,18,29,\N,\N,\N,\N
3849,15,R,19,27,\N,\N,\N,\N
3850,17,R,20,27,\N,\N,\N,\N
3851,2,R,21,15,\N,\N,\N,\N
3852,9,R,22,13,\N,\N,\N,\N
3853,8,1,1,71,1:30:44.0,5444000,\N,\N
3854,7,2,2,71,+5.289,5449289,\N,\N
3855,3,3,3,71,+39.092,5483092,\N,\N
3856,4,4,4,71,+43.976,5487976,\N,\N
3857,10,5,5,71,+50.654,5494654,\N,\N
3858,1,6,6,71,+53.202,5497202,\N,\N
3859,9,7,7,71,+1:13.624,5517624,\N,\N
3860,15,8,8,70,\N,\N,\N,\N
3861,6,9,9,70,\N,\N,\N,\N
3862,12,10,10,70,\N,\N,\N,\N
3863,22,11,11,70,\N,\N,\N,\N
3864,20,12,12,69,\N,\N,\N,\N
3865,19,R,13,51,\N,\N,\N,\N
3866,23,R,14,30,\N,\N,\N,\N
3867,5,R,15,21,\N,\N,\N,\N
3868,14,R,16,21,\N,\N,\N,\N
3869,2,R,17,16,\N,\N,\N,\N
3870,18,R,18,8,\N,\N,\N,\N
3871,16,R,19,3,\N,\N,\N,\N
3872,17,R,20,1,\N,\N,\N,\N
3873,11,R,21,0,\N,\N,\N,\N
3874,21,R,22,0,\N,\N,\N,\N
3875,8,1,1,45,1:20:48.0,4848000,\N,\N
3876,7,2,2,45,+0.426,4848426,\N,\N
3877,1,3,3,45,+2.577,4850577,\N,\N
3878,9,4,4,45,+7.185,4855185,\N,\N
3879,3,5,5,45,+12.613,4860613,\N,\N
3880,10,6,6,45,+29.738,4877738,\N,\N
3881,5,7,7,45,+31.026,4879026,\N,\N
3882,4,8,8,45,+31.649,4879649,\N,\N
3883,2,9,9,45,+32.784,4880784,\N,\N
3884,14,10,10,45,+48.371,4896371,\N,\N
3885,6,11,11,45,+57.994,4905994,\N,\N
3886,12,12,12,44,\N,\N,\N,\N
3887,21,13,13,44,\N,\N,\N,\N
3888,17,14,14,44,\N,\N,\N,\N
3889,11,15,15,44,\N,\N,\N,\N
3890,23,16,16,43,\N,\N,\N,\N
3891,15,R,17,37,\N,\N,\N,\N
3892,22,R,18,36,\N,\N,\N,\N
3893,18,R,19,27,\N,\N,\N,\N
3894,19,R,20,24,\N,\N,\N,\N
3895,16,R,21,2,\N,\N,\N,\N
3896,3,1,1,77,1:45:26.4,6326400,\N,\N
3897,7,2,2,77,+9.433,6335833,\N,\N
3898,1,3,3,77,+44.444,6370844,\N,\N
3899,9,4,4,77,+55.076,6381476,\N,\N
3900,2,5,5,77,+56.51,6382910,\N,\N
3901,8,6,6,76,\N,\N,\N,\N
3902,14,7,7,76,\N,\N,\N,\N
3903,5,8,8,76,\N,\N,\N,\N
3904,10,9,9,76,\N,\N,\N,\N
3905,15,10,10,76,\N,\N,\N,\N
3906,16,11,11,74,\N,\N,\N,\N
3907,11,12,12,74,\N,\N,\N,\N
3908,19,13,13,74,\N,\N,\N,\N
3909,21,14,14,74,\N,\N,\N,\N
3910,22,15,15,74,\N,\N,\N,\N
3911,6,R,16,69,\N,\N,\N,\N
3912,18,R,17,54,\N,\N,\N,\N
3913,12,R,18,28,\N,\N,\N,\N
3914,17,R,19,18,\N,\N,\N,\N
3915,4,R,20,13,\N,\N,\N,\N
3916,23,R,21,13,\N,\N,\N,\N
3917,9,1,1,44,1:43:47.407,6227407,\N,\N
3918,10,2,2,44,+0.932,6228339,\N,\N
3919,14,3,3,44,+7.240,6234647,\N,\N
3920,2,4,4,44,+32.243,6259650,\N,\N
3921,16,5,5,44,+51.682,6279089,\N,\N
3922,12,6,6,42,\N,\N,\N,\N
3923,7,7,7,39,\N,\N,\N,\N
3924,22,8,8,39,\N,\N,\N,\N
3925,5,R,9,26,\N,\N,\N,\N
3926,3,R,10,25,\N,\N,\N,\N
3927,4,R,11,25,\N,\N,\N,\N
3928,23,R,12,17,\N,\N,\N,\N
3929,1,R,13,16,\N,\N,\N,\N
3930,21,R,14,10,\N,\N,\N,\N
3931,19,R,15,8,\N,\N,\N,\N
3932,8,R,16,0,\N,\N,\N,\N
3933,6,R,17,0,\N,\N,\N,\N
3934,15,R,18,0,\N,\N,\N,\N
3935,18,W,19,0,\N,\N,\N,\N
3936,11,W,20,0,\N,\N,\N,\N
3937,17,W,21,0,\N,\N,\N,\N
3938,20,W,22,0,\N,\N,\N,\N
3939,3,1,1,53,1:17:10.3,4630300,\N,\N
3940,4,2,2,53,+37.977,4668277,\N,\N
3941,10,3,3,53,+41.152,4671452,\N,\N
3942,8,4,4,53,+55.671,4685971,\N,\N
3943,14,5,5,53,+1:01.872,4692172,\N,\N
3944,9,6,6,53,+1:06.688,4696988,\N,\N
3945,2,7,7,52,\N,\N,\N,\N
3946,5,8,8,52,\N,\N,\N,\N
3947,21,9,9,52,\N,\N,\N,\N
3948,18,10,10,52,\N,\N,\N,\N
3949,23,11,11,51,\N,\N,\N,\N
3950,20,12,12,51,\N,\N,\N,\N
3951,12,13,13,50,\N,\N,\N,\N
3952,19,R,14,39,\N,\N,\N,\N
3953,1,R,15,37,\N,\N,\N,\N
3954,17,R,16,32,\N,\N,\N,\N
3955,6,R,17,24,\N,\N,\N,\N
3956,7,R,18,16,\N,\N,\N,\N
3957,11,R,19,15,\N,\N,\N,\N
3958,22,R,20,13,\N,\N,\N,\N
3959,15,R,21,12,\N,\N,\N,\N
3960,16,R,22,10,\N,\N,\N,\N
3961,8,1,1,67,1:32:14.789,5534789,\N,\N
3962,3,2,2,67,+2.211,5537000,\N,\N
3963,7,3,3,67,+34.163,5568952,\N,\N
3964,4,4,4,67,+58.182,5592971,\N,\N
3965,2,5,5,67,+1:00.247,5595036,\N,\N
3966,5,6,6,67,+1:01.359,5596148,\N,\N
3967,6,7,7,67,+1:04.789,5599578,\N,\N
3968,1,8,8,66,\N,\N,\N,\N
3969,9,9,9,66,\N,\N,\N,\N
3970,14,10,10,66,\N,\N,\N,\N
3971,18,11,11,65,\N,\N,\N,\N
3972,11,12,12,65,\N,\N,\N,\N
3973,19,13,13,65,\N,\N,\N,\N
3974,17,14,14,65,\N,\N,\N,\N
3975,22,15,15,65,\N,\N,\N,\N
3976,21,16,16,65,\N,\N,\N,\N
3977,23,R,17,56,\N,\N,\N,\N
3978,10,R,18,53,\N,\N,\N,\N
3979,15,R,19,37,\N,\N,\N,\N
3980,20,R,20,36,\N,\N,\N,\N
3981,12,R,21,6,\N,\N,\N,\N
3982,16,R,22,6,\N,\N,\N,\N
3983,8,1,1,51,1:27:23.4,5243400,\N,\N
3984,4,2,2,51,+6.491,5249891,\N,\N
3985,7,3,3,51,+27.662,5271062,\N,\N
3986,9,4,4,51,+1:13.491,5316891,\N,\N
3987,2,5,5,51,+1:13.857,5317257,\N,\N
3988,1,6,6,51,+1:15.867,5319267,\N,\N
3989,14,7,7,51,+1:36.053,5339453,\N,\N
3990,5,8,8,51,+1:41.302,5344702,\N,\N
3991,6,9,9,50,\N,\N,\N,\N
3992,15,10,10,50,\N,\N,\N,\N
3993,11,11,11,50,\N,\N,\N,\N
3994,12,12,12,48,\N,\N,\N,\N
3995,22,R,13,40,\N,\N,\N,\N
3996,3,R,14,31,\N,\N,\N,\N
3997,21,R,15,28,\N,\N,\N,\N
3998,23,R,16,28,\N,\N,\N,\N
3999,18,R,17,25,\N,\N,\N,\N
4000,19,R,18,21,\N,\N,\N,\N
4001,17,R,19,14,\N,\N,\N,\N
4002,10,R,20,13,\N,\N,\N,\N
4003,16,R,21,2,\N,\N,\N,\N
4004,20,F,22,0,\N,\N,\N,\N
4005,10,1,1,58,1:30:28.718,5428718,\N,\N
4006,5,2,2,58,+20.046,5448764,\N,\N
4007,9,3,3,58,+22.177,5450895,\N,\N
4008,8,4,4,58,+22.841,5451559,\N,\N
4009,14,5,5,58,+1:00.308,5489026,\N,\N
4010,17,6,6,58,+1:36.040,5524758,\N,\N
4011,15,7,7,56,\N,\N,\N,\N
4012,4,8,8,55,\N,\N,\N,\N
4013,21,9,9,55,\N,\N,\N,\N
4014,2,10,10,54,\N,\N,\N,\N
4015,22,R,11,49,\N,\N,\N,\N
4016,19,R,12,42,\N,\N,\N,\N
4017,23,R,13,36,\N,\N,\N,\N
4018,7,R,14,34,\N,\N,\N,\N
4019,20,R,15,32,\N,\N,\N,\N
4020,12,R,16,14,\N,\N,\N,\N
4021,18,R,17,2,\N,\N,\N,\N
4022,11,R,18,1,\N,\N,\N,\N
4023,3,R,19,0,\N,\N,\N,\N
4024,6,R,20,0,\N,\N,\N,\N
4025,16,R,21,0,\N,\N,\N,\N
4026,1,W,22,0,\N,\N,\N,\N
4027,24,F,23,0,\N,\N,\N,\N
4028,25,F,24,0,\N,\N,\N,\N
4029,3,1,1,72,1:36:06.990,5766990,\N,\N
4030,8,2,2,72,+4.190,5771180,\N,\N
4031,14,3,3,72,+15.870,5782860,\N,\N
4032,9,4,4,72,+33.033,5800023,\N,\N
4033,5,5,5,72,+33.731,5800721,\N,\N
4034,7,6,6,72,+34.020,5801010,\N,\N
4035,16,7,7,72,+50.912,5817902,\N,\N
4036,12,8,8,72,+1:00.639,5827629,\N,\N
